TowNum|Tow_Firm|Tow_Firm_Address|Tow_Firm_Phone|Vehicle_State|Vehicle_Plate|Vehicle_Year|Make|Model|Color|Tow_From_Address|Date|Time|geom
323565|||860-296-9663|CT|AD07508|2011|SAAB|95|BLACK|61 WILLARD ST|6182016|1750|(41.7729452572377, -72.6951768061393)
323567|||860-233-7079|||1995|TOYOTA|CAMRY|RED|319 JEFFERSON ST|6182016|1846|(41.7551919799634, -72.6882259098406)
323569|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|AE95491|2005|FORD|FIVE HUNDR|BLUE|79 GRANDVIEW TER|6182016|2019|(41.7411293853227, -72.691631005459)
323656|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|||1999|MREC|SABLE|GRY|I 91S-FROM WHITEHEAD HWY|6212016|1202|
323657|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|2898CY|2014|GMC|SIERRA|BLK|100 RETREAT AV|6212016|1216|(41.7530315942765, -72.6788354658503)
323651|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|MA|372TT2|2013|NISS|ALT|BLK|22 TOWNLEY ST|6212016|948|(41.7722036533295, -72.6960072848823)
323647|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|AD28124|2011|HOND|ACC|WHITE|34 WILLARD ST|6212016|912|(41.7719868261143, -72.6947286586786)
323653|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|3AFKG1|1994|HONDA|CIVIC|BLU|22 SEYMS ST|6212016|1028|(41.7777664431126, -72.6775043277786)
323650|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|AE82104|1997|DODG|STRATUS|RED|32 TOWNLEY ST|6212016|948|(41.7722017996659, -72.6967392159389)
323652|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|AD00258|2016|MUTS|OUTLANDER|RED|2 TOWNLEY ST|6212016|948|(41.7719377887074, -72.6950631435601)
323649|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|2AUBF5|2011|HOND|ACC|GRY|124 JEFFERSON ST|6212016|931|(41.7555410332833, -72.6810679620178)
323646|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|CT|AE82921|2002|BUICK|RENDEZVOUS|BLU|34 WILLARD ST|6212016|912|(41.7719868261143, -72.6947286586786)
323582|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|0AMEE2|2003|NISS|MAX|TAN|EARLE ST & HAMPTON ST|6192016|417|(41.791525325902, -72.6738681111867)
323579|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|AA70812|2007|INFINITI|G35|TAN|870 TOWER AV|6192016|340|(41.8005682563933, -72.702414127845)
323584|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|888ZXR|2011|NISS|ALTIMA|WHITE|NILES ST & WOODLAND ST|6192016|733|(41.7707453325079, -72.701409595813)
323576|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|||2002|MITS|GALLANT|SILVER|22 NEW PARK AV|6192016|210|(41.7563555861336, -72.7064563727525)
323575|||860-296-1518|CT|553SRJ|2008|HYUNDAI|ELANTRA|GREY|338 ASYLUM ST|6192016|237|(41.7677480458155, -72.6792207188607)
323585|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|CT|5ATHS3|2002|HONDA|ACCORD LX|GRAY|3 FREDERICK ST|6192016|738|(41.7654589879236, -72.7049414109473)
323586|||860-296-2826|CT|AA22265|1999|TOYOTA|COROLLA|TAN|1965 PARK ST|6192016|745|(41.7561436107561, -72.7115341356589)
323574|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|CT|AB69356|2009|INFINITI|G37|SILVER|22 NEW PARK AV|6192016|207|(41.7563555861336, -72.7064563727525)
323578|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|AC33795|2009|TOYOTA|VENZA|WHITE|145 NEWFIELD AV|6192016|333|(41.7368302816653, -72.7147596895596)
323580|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|C058548|1993|NISSAN|SHORTBED|GREY|870 TOWER AV|6192016|340|(41.8005682563933, -72.702414127845)
323577|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|5ASVH2|2011|INFINITI|M37|GRY|495 FLATBUSH AV|6192016|324|(41.7400674710041, -72.7141922851277)
323583|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|CT|XSA624|2016|NISS|MAX|RED|NILES ST & WOODLAND ST|6192016|729|(41.7707453325079, -72.701409595813)
323581|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|AC24229|2000|FORD|EXPLORER|RED|203 TRUMBULL ST|6192016|342|(41.7674471586374, -72.6759221524813)
323590|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|CT|1AGDR8|2010|TOYOTA|CAMRY|GRAY|69 WEBSTER ST|6192016|1021|(41.7454436683573, -72.6832490183868)
323591|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|NY|GTG5715|2007|HYUNDAI|SONATA|BLUE|438 NEW BRITAIN AV|6192016|1112|(41.7395524944741, -72.6975330817813)
323593|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|446WNJ|2005|HONDA|ACCORD|GREEN|206 TOWER AV|6192016|1257|(41.7981771187167, -72.6723297058258)
323592|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|138XUD|2000|HONDA|CIVIC|BLUE|206 TOWER AV|6192016|1252|(41.7981771187167, -72.6723297058258)
323594|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|AC93480|2011|BMW|328XI|WHITE¦|495 FLATBUSH AV|6192016|1414|(41.7400674710041, -72.7141922851277)
323596|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|||2002|NISSAN|MAXIMA|GRAY|54 CHESTNUT ST|6192016|1741|(41.7738827481247, -72.6802139629567)
323597|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|||0|53FT TRAIL|||37 CHESTNUT ST|6192016|1743|(41.7736286691553, -72.6806926472121)
323599|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|||2014|HONDA|CRF2501|RED|GARDEN ST & NELSON ST|6192016|2332|(41.7887183385042, -72.6819145589788)
323601|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|6ARHS1|2001|ACURA|3.2|BLK|36 GROTON ST|6202016|49|(41.7552705624446, -72.6731686593501)
323600|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|||2007|SUZUKI|GSXR|BLK/MULTI|GARDEN ST & NELSON ST|6192016|2332|(41.7887183385042, -72.6819145589788)
323602|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|||2000|CHEVY|IMPALA|BLK|177 BABCOCK ST|6202016|152|(41.7588467465487, -72.6894425089315)
323606|||860-246-7771|CT|422ZJR|2004|MITSUBISHI|GALANT|GRAY|98 GARDEN ST|6202016|356|(41.7706323243722, -72.6855017297646)
323604|||860-246-7771|CT|774ZRO|2005|NISSAN|MAXIMA|GRAY|98 GARDEN ST|6202016|323|(41.7706323243722, -72.6855017297646)
323603|||860-246-7771|NJ|Y15GCX|2016|NISSAN|ALTIMA|GRAY|98 GARDEN ST|6202016|319|(41.7706323243722, -72.6855017297646)
323605|||860-246-7771|CT|208YWA|2009|CHEVY|HHR|WHITE|98 GARDEN ST|6202016|325|(41.7706323243722, -72.6855017297646)
323608|||860-246-7771|CT|718ZON|2000|FORD|WINDSTAR|TAN|98 GARDEN ST|6202016|409|(41.7706323243722, -72.6855017297646)
323609|||860-246-7771|CT|1AXBG6|2003|CHEVY|IMPALA|BLUE|185 SIGOURNEY ST|6202016|411|(41.771980132776, -72.6934313079598)
323607|||860-246-7771|LA|XQL766|2010|NISSAN|ALTIMA|GRAY|98 GARDEN ST|6202016|407|(41.7706323243722, -72.6855017297646)
323610|||860-246-7771|CT|NA|1998|TOYOTA|AVALON|GREEN|779 ALBANY AV|6202016|413|(41.7793639511369, -72.6897507369087)
323612|||860-246-7771|CT|2ARHR9|2010|CHEVY|IMPALA|BLUE|64 CONGRESS ST|6202016|532|(41.7531452400189, -72.6758788236196)
323611|||860-246-7771|CT|976RZT|2007|DODGE|CHARGER|BLACK|54 CONGRESS ST|6202016|529|(41.7534727026273, -72.6758600132371)
323613|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|||1990|CHEVY|ASTRO VAN|RED|CHURCH ST & HOADLEY PL|6202016|609|(41.7696783240633, -72.6809579980967)
323615|||860-296-8588|||2003|HONDA|CIVIC|GRAY|98 GARDEN ST|6202016|610|(41.7706323243722, -72.6855017297646)
323614|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|746ZAY|2006|HYUNDAI|SANTA FE|GRN|1881 BROAD ST|6202016|622|(41.7414198205003, -72.6874034453178)
323616|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|204ZOK|2007|SAAB|97X 5.3I|BLU|31 LEWIS ST|6202016|830|(41.7653803738086, -72.6754149007892)
323618|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|||1998|TOYT|CAMRY|TAN|95 BENTON ST|6202016|939|(41.7469102025754, -72.678382401149)
323617|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|||2004|HONDA|PILOT|SIL|101 BENTON ST|6202016|927|(41.7467685699155, -72.6785499663005)
323620|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|||1997|OLDS|AURORA|TAN|81 BENTON ST|6202016|957|(41.7470386310528, -72.6776114637012)
323619|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|CT|2AMEW2|2003|INFINITI|FX45|BLACK|7 MAY ST|6202016|956|(41.7737565060552, -72.6944044287543)
323621|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|||1994|TOYT|CAMRY|GRN|71 BENTON ST|6202016|1016|(41.7471520215484, -72.6769540302271)
323622|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|125ZYJ|1995|HONDA|CIVIC|BLACK|681 WETHERSFIELD AV|6202016|1016|(41.7371919411208, -72.6713649401211)
323623|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|||1995|JEEP|GRAND CHK|RED|71 BENTON ST|6202016|1020|(41.7471520215484, -72.6769540302271)
323624|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|TX|CT1V430|2011|HONDA|CRV|BLU|PROSPECT AV & WARRENTON AV|6202016|1216|(41.7624716142974, -72.7156754891086)
323625|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|513XXW|2012|HYUN|ACCENT|BLUE|PROSPECT AV & WARRENTON AV|6202016|1218|(41.7624716142974, -72.7156754891086)
323629|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|522PTR|2010|M/BENZ|C300|BLK|ASYLUM AV & WOODLAND ST|6202016|1350|(41.7723841866431, -72.7006705414157)
323626|||860-296-8588|CT|0AMUF1|2005|SUBARU|LEGACY|BLUE|400 WASHINGTON ST|6202016|1324|(41.7497069034158, -72.6830485118269)
323628|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|AA10720|2006|HONDA|ACCORD|BROWN|ASYLUM AV & WOODLAND ST|6202016|1349|(41.7723841866431, -72.7006705414157)
323630|||860-296-9663|CT|887RLC|2002|HONDA|ACCORD|WHITE|820 PARK ST|6202016|1622|(41.7583184046125, -72.6908462653666)
323634|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|||2006|VOLVO|V70XC|SILVER|42 VINE ST|6202016|2033|(41.7804772996627, -72.6884233987773)
323637|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|AB67135|2006|NISSAN|ALTIMA|BLACK|40 HAROLD ST|6202016|2210|(41.804513027652, -72.6973975493586)
323636|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|AA24638|2001|ACURA|3.2 CL|BLACK|40 HAROLD ST|6202016|2205|(41.804513027652, -72.6973975493586)
323631|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|CT|AA46623|2001|HONDA|CIVIC|SILVER|131 MARTIN ST|6202016|1730|(41.7893210197832, -72.6802004189862)
323632|||860-296-2826|CT|AA62569|2016|TOYOTA|TUNDRA|GREY|91 HUNTINGTON ST|6202016|1734|(41.7731999210187, -72.6912621230619)
323635|||860-246-6871|CT|842MWH|2001|NISSAN|ALTIMA|SILVER|105 SHERBROOKE AV|6202016|2159|(41.739979800182, -72.6986720051452)
323638|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|709REM|2005|DODGE|NEON|ONG|1429 PARK ST|6202016|2353|(41.7573887074393, -72.7023130265846)
323640|||860-296-5382|CT|842MWH|2001|NISSAN|ALTIMA|GRAY|105 SHERBROOKE AV|6212016|419|(41.739979800182, -72.6986720051452)
323644|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|318UXO|2000|VW|JETTA|BLK|NILES ST & WOODLAND ST|6212016|804|(41.7707453325079, -72.701409595813)
323645|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|AA33636|2012|KIA|FORTE|RED|18 LISBON ST|6212016|838|(41.7560865045078, -72.6720415506888)
323648|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|MA|168YB8|2006|HOND|ACC|GRY|84 AMITY ST|6212016|928|(41.7595181268947, -72.7101098926906)
323655|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|356PKP|1998|HOPNDA|CR-V|BLK|20 VINELAND TER|6212016|1100|(41.7892819896388, -72.685967119112)
323661|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|NC|DKN7485|2013|CADILLAC|SRX|GOLD|84 FOREST ST|6212016|1328|(41.7673966419569, -72.6996399718106)
323660|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|AA23938|2003|HONDA|CIVIC|BLUE|24 NILES ST|6212016|1326|(41.7694879851586, -72.6953187135864)
323658|CENTRAL AUTO & TRANSPORT, LLC|195 MAXIM RD. HARTFORD, CT 06114|860-246-7616|CT|AB85782|2005|INFINITI|G35|GRAY|470 WETHERSFIELD AV|6212016|1237|(41.743067060851, -72.6724567836184)
323659|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|WI|90828|2005|FREIGHTLIN|TT|YLW|149 FAIRFIELD AV|6212016|1250|(41.7375319322098, -72.6929837450573)
323664|||860-246-7771|||1996|HONDA|ACCORD|GREEN|1881 PARK ST|6212016|1714|(41.7564324913246, -72.710050627264)
323662|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|NM1747|2006|CHEVY|COBALT|TAN|14 GLASTONBURYAVE|6212016|1701|
323665|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|5AJBV6|2004|NISS|ARMADA|BLK|FAIRFIELD AV & LINNMOORE ST|6212016|1737|(41.7332737806108, -72.6923453698221)
323669|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|||1994|FORD|EXPLORER|GREEN|5 WARNER ST EXT|6212016|2217|(41.7466338258694, -72.6756421561001)
323670|||860-947-3062|CT|AD06172|2003|KIA|SOENTO|WHITE|4 VERNON ST|6212016|2307|(41.7515795293388, -72.6835725235577)
323673|||860-296-9663|||2003|MITSUBISHI|ECLIPSE|GRAY|532 MAPLE AV|6222016|46|(41.7453047167435, -72.6813625601496)
323672|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|5ATFF4|2003|BUICK|CENTRY|TAN|BROOK ST & MATHER ST|6222016|2|(41.7798631815344, -72.682820801492)
323674|||860-296-9663|||2002|JAGUAR|X-TYPE|BLUE|217 WETHERSFIELD AV|6222016|110|(41.7497952148334, -72.6741288832592)
323675|||860-296-9663|CT|3AESK3|2007|BMW|335XI|BLUE|210 FARMINGTON AV|6222016|252|(41.7683185211328, -72.6947135732866)
323676|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|||2001|BMW|325CI|SILVER|609 FRANKLIN AV|6222016|300|(41.7314787970723, -72.6759953338579)
323681|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|||2012|HONDA|ACCORD|SILVER|152 COLLINS ST|6222016|740|(41.7729238051131, -72.6892714384581)
323682|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|CT|6ATXB6|2005|MITSUBISHI|OUTLANDER|GRAY|148 COLLINS ST|6222016|745|(41.7728848574435, -72.6891029153009)
323684|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|CT|AB43075|2004|HONDA|ACCORD|GRAY|152 COLLINS ST|6222016|846|(41.7729238051131, -72.6892714384581)
323683|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|633YXF|2016|NISSAN|PATHFINDER|WHI|175 WILSON ST|6222016|829|(41.749423785098, -72.702064280502)
323693|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|||1995|HONDA|ACCORD|GRN|52 PUTNAM ST|6222016|938|(41.7575758288821, -72.6904732905612)
323699|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|CT|5AXGB7|2004|NISSAN|QUEST|BLUE|131 MARTIN ST|6222016|1300|(41.7893210197832, -72.6802004189862)
323666|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|||2000|MAZDA|626 ES|WHT|465 ZION ST|6212016|1841|(41.7539169336505, -72.6934804487912)
323685|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|NJ|E36FDX|2001|VOLKSWAGEN|JETTA|SILVER|880 ASYLUM AV|6222016|849|(41.7705663919274, -72.6939348315817)
323690|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|||2002|NISSAN|ALTIMA|GREEN|880 ASYLUM AV|6222016|910|(41.7705663919274, -72.6939348315817)
323692|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|||2001|OLDS|SILHOUETTE||154 KENT ST|6222016|934|(41.7860198839847, -72.7003419749359)
323691|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|||2001|NISSAN|MAXIMA|GREY|880 ASYLUM AV|6222016|912|(41.7705663919274, -72.6939348315817)
323668|||860-296-2826|CT|AA34899|2005|HONDA|CIVIC|BLUE|60 GOLD ST|6212016|2001|(41.7647893543411, -72.6753964838817)
323667|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|AL|ALYAMI|2007|CHEVY|IMPALA||200 BLOOMFIELD AV|6212016|1931|(41.8006156291361, -72.7174252695761)
323694|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|CT|976RZT|2007|DODGE|CHARGER|BLACK|38 CONGRESS ST|6222016|1046|(41.7540974101969, -72.67598602985)
323696|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|CT|9AKEN0|2002|ACURA|3.2 TL|BLACK|20 TOWNLEY ST|6222016|1153|(41.7720927475389, -72.6960708019421)
323698|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|||2003|SUBARU|OUTBACK|BLUE|300 SHELDON ST|6222016|1233|(41.7604715528837, -72.6682157380719)
323697|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|||2003|NISSAN|MAXIMA|GRY|34 CHESTER ST|6222016|1204|(41.7310248338403, -72.6759934704132)
323688|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|ME|2352VJ|1998|NISSAN|MAXIMA|RED|34 WILLARD ST|6222016|902|(41.7719868261143, -72.6947286586786)
323686|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|||1994|TOYOTA|CAMRY|GRY|22 TOWNLEY ST|6222016|902|(41.7722036533295, -72.6960072848823)
323689|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|||1997|LEXUS|ES 300|WHI|68 WILLARD ST|6222016|902|(41.7730815878506, -72.6944189772266)
323687|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|AC73812|2006|BMW|X5|GRY|30 TOWNLEY ST|6222016|902|(41.7722747116489, -72.6963800832057)
323700|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|||1997|LEXUS|ES300|BLK|490 PARK ST|6222016|1418|(41.7581298794636, -72.6848465217703)
323701|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|8AHVA7|2006|TOYOTA|CAMRY|RED|1200 PARK ST|6222016|1608|(41.7590018445997, -72.6990862501806)
323702|||860-233-7079|CT|NOPLATE|1999|FORD|F150|WHITE|902 WETHERSFIELD AV|6222016|1628|(41.7313776262965, -72.6694196056257)
323706|||860-233-7079|CT|AB75299|2002|SAAB|95|GRAY|265 WASHINGTON ST|6222016|2045|(41.7541829414637, -72.6831678425595)
323707|||860-233-7079|CT|181YFW|2001|HONDA|CIVIC|GREEN|22 ELLIOTT ST|6222016|2048|(41.7464091720429, -72.6744077179186)
323705|||860-233-7079|CT|912TVX|2016|HONDA|PILOT|GRAY|25 LAUREL ST|6222016|2041|(41.7597665707753, -72.6972019962096)
323708|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|7ATBD0|2007|INFINITY|FX35|BROWN|66 VAN DYKE AV|6222016|2224|(41.7560506357598, -72.6619136926171)
323709|||860-296-8588|CT|AE94506|2013|HYUNDAI|SONATA|GREEN|195 SIGOURNEY ST|6232016|32|(41.7724703731619, -72.6932709343548)
323710|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|AA27748|2014|JEEP|COMPASS|BLK|BUSHNELL PK-CAROUSEL|6232016|108|
323712|||860-947-3062|CT|AC36946|2013|NISSAN|ALTIMA|BLACK|30 GILLETT ST|6232016|458|(41.7687825027252, -72.6997725444783)
323711|||860-947-3062|CT|805ZPB|1997|LEXUS|ES 300|TAN|1429 PARK ST|6232016|426|(41.7573887074393, -72.7023130265846)
323716|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|CT|5AUML4|2011|NISSAN|ROGUE|RED|146 FERN ST|6232016|650|(41.7707672992903, -72.7153770374013)
323715|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|DOMZAC|2005|TOYOTA|COROLLA|TAN|57 FISHFRY ST|6232016|639|(41.7933623611591, -72.6593557976876)
323723|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|AA65069|2006|CHEVY|IMPALA|SILVER|31 DONALD ST|6232016|1018|(41.7770937298436, -72.6741157388047)
323724|||860-296-8588|NJ|E36FDX|2001|VOLKSWAGEN|JETTA|SILVER|169 SIGOURNEY ST|6232016|1043|(41.7711735909407, -72.693655444983)
323721|||860-246-7771|CT|2AVNL0|2002|NISSAN|ALTIMA|GRAY|7 MAY ST|6232016|935|(41.7737565060552, -72.6944044287543)
323726|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|||2000|BUICK|CENTURY|TAN|9 EASTFORD ST|6232016|1153|(41.7921228316293, -72.6829838398771)
323713|||860-947-3062|||2002|TOYOTA|CAMRY|WHITE|53 NELSON ST|6232016|551|(41.7873085412095, -72.6762249345084)
323717|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|171MND|2009|NISSAN|SENTRA|GRAY|WESTON ST & JENNINGS RD|6232016|741|(41.7889403737216, -72.6622170084225)
323718|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|||2000|OLDSMOBILE|INTRIGUE|RED|125 WESTON ST|6232016|814|(41.789735343898, -72.6625806326514)
323719|||860-233-7079|MA|3LZ271|2000|NISSIAN|MAXIMA|SILVER|35 MARTIN ST|6232016|841|(41.7866502758353, -72.6809845641133)
323722|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|AD48715|2015|CHRYSLER|200 LIMITE|BLUE|1307 MAIN ST|6232016|944|(41.7723007819459, -72.6762795529989)
323720|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|||2003|NISSAN|ALTIMA|GRAY|515 GARDEN ST|6232016|921|(41.7841334040117, -72.6836471690703)
323725|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|CT|AB44601|1997|HONDA|ACCORD|SILVER|84 FOREST ST|6232016|1118|(41.7673966419569, -72.6996399718106)
323727|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|||2002|MISS|MAX|TAN|736 GARDEN ST|6232016|1302|(41.7912485329078, -72.6809833099307)
323732|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|271YPV|2004|NISSAN|SENTRA|TAN|ASYLUM ST & SPRUCE ST|6232016|1553|(41.7679277304429, -72.682377235456)
323731|||860-233-7079|||1995|HONDA|ACCORD EX|GREEN|532 MAPLE AV|6232016|1550|(41.7453047167435, -72.6813625601496)
323730|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|||1981|INFINITY|G37X|BLACK|687 BROADVIEW TER|6232016|1547|(41.7342862273064, -72.7048147667074)
